"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"149117","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证指标/维度匹配完成时，点击【所属指标/维度】列的内容，展示详情","指标库有
指标：姓名(name)、用户姓名(user_name)
维度：姓名(name)、姓名1(name1)

批量解析模式、建表语句模式","1. 字段中文名输入“姓名”，选择指标：“用户姓名”，点击【所属指标/维度】列的内容
2. 新增一个字段，字段英文名输入“name”，选择维度：name1，点击【所属指标/维度】的内容","1. 1）展示指标：用户姓名的详情2）详情内容正确
2. 1）展示维度：姓名1的详情2）详情内容正确","负责人多返回id1. 负责人多返回id
2.","","2","功能测试","功能测试阶段","正常","2","1","2","失败","可颂","2025-04-11","","0000-00-00","1","",""
"149116","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证指标/维度匹配时，鼠标悬浮在指标上展示详情","指标库有
指标：姓名(name)、用户姓名(user_name)
维度：姓名(name)、姓名1(name1)
批量解析模式、建表语句模式","1. 字段中文名输入“姓名”，鼠标悬浮在指标：“用户姓名”上
2. 鼠标悬浮在维度：姓名1上
3. 字段英文名输入“name”，鼠标悬浮在指标：“user_name”上
4. 鼠标悬浮在维度：name1上","1. 1）展示指标：用户姓名的详情2）详情内容正确
2. 1）展示维度：姓名1的详情2）详情内容正确
3. 1）展示指标：用户姓名的详情2）详情内容正确
4. 1）展示维度：姓名1的详情2）详情内容正确","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","可颂","2025-04-11","可颂","2025-04-21","1","",""
"149115","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证【建表】-【字段名】匹配完成后，自动回填功能","指标库有
指标：name、user_name
维度：name、name1

批量解析模式、建表语句模式","1. 字段名输入“name“，选择指标：name
2. 选择维度：name","1. 1）字段中文名根据指标库的“字段名称”自动生成2）数据类型默认为string/varchar类型3）所属指标/维度展示：姓名（蓝色可点击状态）
2. 1）字段中文名根据指标库的“字段标识”自动生成2）数据类型默认为string/varchar类型3）所属指标/维度展示：姓名（蓝色可点击状态）","name报错名称重复1. name报错名称重复
2.","","2","功能测试","功能测试阶段","正常","1","1","2","失败","可颂","2025-04-11","","0000-00-00","1","",""
"149114","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证【建表】-【字段名】匹配指标库的指标和维度","指标库有
指标：name、user_name
维度：name、name1

批量解析模式、建表语句模式","1. 进入【数据模型】-【新建表】-【表结构】-【批量解析模式】，新增字段，字段名输入“name”，查看下拉框展示
2. 进入【数据模型】-【新建表】-【表结构】-【建表语句模式】，新增字段，字段名输入“name””，查看下拉框展示
3. 进入【数据模型】-【编辑表】-【表结构】-【批量解析模式】，新增字段，字段名输入“name”，查看下拉框展示
4. 进入【数据模型】-【编辑表】-【表结构】-【建表语句模式】，新增字段，字段名输入“name”，查看下拉框展示","1. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示
2. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示
3. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示
4. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","可颂","2025-04-11","","0000-00-00","1","",""
"149113","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证【建表】-【字段中文名】匹配完成后，自动回填功能","指标库有
指标：姓名、用户姓名、客户英文姓名
维度：姓名、姓名1
批量解析模式、建表语句模式","1. 字段中文名输入姓名，选择指标：姓名
2. 选择维度：姓名","1. 1）字段名根据指标库的“字段标识”自动生成2）数据类型默认为string/varchar类型3）所属指标/维度展示：姓名（蓝色可点击状态）
2. 1）字段名根据指标库的“字段标识”自动生成2）数据类型默认为string/varchar类型3）所属指标/维度展示：姓名（蓝色可点击状态）","1. 
2.","","1","功能测试","功能测试阶段","正常","0","2","2","通过","可颂","2025-04-11","可颂","2025-04-21","1","",""
"149112","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证【建表】-【字段中文名】匹配指标库的指标和维度是否正确","指标库有
指标：姓名、用户姓名、客户英文姓名
维度：姓名、姓名1","1. 字段中文名输入姓名，查看下拉框展示
2. 1）进入指标库，新增指标：姓名1，维度：姓名22）字段中文名输入“姓名”，查看下拉框展示
3. 1）进入指标库，删除指标：姓名1，维度：姓名22）字段中文名输入“姓名”，查看下拉框展示","1. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示
2. 1）展示中新增指标：姓名1，维度：姓名22）展示顺序正确
3. 1）展示中对应指标没有展示2）展示顺序正确","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","3","3","通过","可颂","2025-04-11","可颂","2025-04-21","2","",""
"149111","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证【建表】-【字段中文名】匹配指标库的指标和维度","指标库有
指标：姓名、用户姓名、客户英文姓名
维度：姓名、姓名1
批量解析模式、建表语句模式","1. 进入【数据模型】-【新建表】-【表结构】-【批量解析模式】，新增字段，字段中文名输入“姓名”，查看下拉框展示
2. 进入【数据模型】-【新建表】-【表结构】-【建表语句模式】，新增字段，字段中文名输入“姓名”，查看下拉框展示
3. 进入【数据模型】-【编辑表】-【表结构】-【批量解析模式】，新增字段，字段中文名输入“姓名”，查看下拉框展示
4. 进入【数据模型】-【编辑表】-【表结构】-【建表语句模式】，新增字段，字段中文名输入“姓名”，查看下拉框展示
5. icon修改","1. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示
2. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示
3. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示
4. 1）展示前提条件中的指标和维度，指标在上，维度在下2）展示顺序从完全匹配-部分匹配依次展示
5.","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","3","5","通过","可颂","2025-04-11","可颂","2025-04-21","1","",""
"149110","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证【表结构】列表展示是否正确","无","1. 进入【数据模型】-【新建表】-【表结构】-【批量解析模式】，查看列表字段
2. 进入【数据模型】-【新建表】-【表结构】-【建表语句模式】，查看列表字段
3. 进入【数据模型】-【编辑表】-【表结构】-【批量解析模式】，查看列表字段
4. 进入【数据模型】-【编辑表】-【表结构】-【建表语句模式】，查看列表字段","1. “所属标准”名称修改为“所属指标/维度”
2. “所属标准”名称修改为“所属指标/维度”
3. “所属标准”名称修改为“所属指标/维度”
4. “所属标准”名称修改为“所属指标/维度”","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","可颂","2025-04-11","可颂","2025-04-21","1","",""
"149109","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/字段标签查询优化(#8730)","【数据地图】热门标签-字段标签查询优化(#14054)","配置多个标签","无","1. 给字段/表/任务配置多个标签，查看热门标签的统计数量是否正确","1. 标签类型和数量都正确","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-04-11","可颂","2025-06-17","2","",""
"149108","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/字段标签查询优化(#8730)","","回归表详情、表标签、类型","无","","","","","3","功能测试","功能测试阶段","正常","1","1","0","失败","可颂","2025-04-11","可颂","2025-04-17","1","",""
"149107","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/字段标签查询优化(#8730)","","验证其他任务的标签功能","离线任务、实时任务、API、智能标签、指标","1. 进入XXX类型的任务详情，配置标签：test
2. 进入XXX类型的任务详情，删除标签：test","1. 添加成功，【数据地图】-【热门标签】XXX任务标签test，累计使用次数+1
2. 删除成功，【数据地图】-【热门标签】XXX任务标签test，累计使用次数-1","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","可颂","2025-04-11","可颂","2025-04-17","1","",""
"149106","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/字段标签查询优化(#8730)","","验证历史热门标签展示功能","1、有历史的表标签aaa、字段标签aaa，各使用1次。表table和表table的字段A。历史在热门标签中展示一次aaa，使用次数2


2、有历史的表标签bbb，使用次数2，其中一张表为tableB

3、有一个历史的字段标签ccc，使用次数2，其中一个字段为tableB的字段B","1. 进入【数据地图】-【热门标签】，查看aaa
2. 删除tableB，查看热门标签
3. 验证重置后标签数据是否正确","1. 有一个表标签aaa，累计使用1；有一个字段标签aaa，累计使用1
2. 1）表标签bbb累计使用-12）字段标签ccc累计使用-1
3.","1. 
2. 
3. 相同的标签会被删除，留下一个类型的","","2","功能测试","功能测试阶段","正常","0","1","3","失败","可颂","2025-04-11","","0000-00-00","1","",""
"149105","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/字段标签查询优化(#8730)","","验证标签累计使用统计是否正确","已存在表table，有字段A、B","1. 进入数据地图，表table的详情页，添加表标签：aaa
2. 进入数据地图，表table的详情页，给字段A添加字段标签：aa
3. 进入数据地图，表table的详情页，给字段B添加字段标签：aaa
4. 在数据地图删除表table，查看人们标签","1. 添加成功，【数据地图】-【热门标签】中表标签aaa的累计使用+1
2. 添加成功，【数据地图】-【热门标签】中字段标签aa的累计使用+1
3. 添加成功，【数据地图】-【热门标签】中字段标签aaa的累计使用+1，表标签aaa的累计使用不变
4. 1）表标签aaa累计使用-12）字段标签aaa、aa累计使用都-1","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","可颂","2025-04-11","可颂","2025-04-17","1","",""
"149104","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/字段标签查询优化(#8730)","","验证字段标签搜索框搜索功能","无","1. 进入【数据地图】搜索页面，在字段标签搜索框中，输入“test“
2. 选择标签test","1. 下拉框展示和“test”有关的所有字段标签
2. 下方列表展示所有和test有关的字段标签","1. 
2. 有的没展示数据","","2","功能测试","功能测试阶段","正常","1","1","2","失败","可颂","2025-04-11","","0000-00-00","1","",""
"149103","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/字段标签查询优化(#8730)","","验证【数据地图】-【热门标签】的跳转搜索功能","热门标签有表标签：【table】
和字段标签：【column】","1. 进入【数据地图】-【热门标签】，点击表标签“table”，查看跳转
2. 进入【数据地图】-【热门标签】，点击字段标签“column”，查看跳转","1. 1）跳转到数据地图搜索页面2）筛选栏，有表标签搜索框，框内回填“table”3）下方展示和“table”相关的表标签
2. 1）跳转到数据地图搜索页面2）筛选栏，有字段标签搜索框，框内回填“column”3）下方展示和“column”相关的字段标签","1. 
2.","","1","功能测试","功能测试阶段","正常","0","3","2","通过","可颂","2025-04-11","可颂","2025-04-17","1","",""
